3D Point and Length Measurements

Generated: Wednesday, July 06, 2016 10:16:38

Filename	Frame	Time (mins)	Period	Period time (mins)	Length (mm)	Precision (mm)	RMS (mm)	Range (mm)	Direction (deg)	Horz. Dir. (deg)	Vert. Dir. (deg)	Mid X (mm)	Mid Y (mm)	Mid Z (mm)	OpCode	Tape Reader	Depth	Comment									Family	Genus	Species	Code	Number	Stage	Activity	Comment		
NCB1439_L371.avi	  80303	  53.5353			143.159	0.662	4.919	1249.015	11.720	5.786	9.954	73.752	-242.763	-1222.974	NCB1439	Molly											Nemipteridae	Pentapodus	porosus	37347007	1	AD	Passing			
NCB1439_L371.avi	  80585	  53.7233			128.061	1.465	2.058	1128.878	3.239	47.439	12.246	16.154	61.699	-1127.075	NCB1439	Molly											Nemipteridae	Pentapodus	porosus	37347007	1	AD	Passing			
NCB1439_L371.avi	  80665	  53.7767			134.707	3.082	3.353	1764.273	5.246	41.607	11.948	-105.936	121.639	-1756.884	NCB1439	Molly											Nemipteridae	Pentapodus	porosus	37347007	1	AD	Passing			
NCB1439_L371.avi	  84099	  56.0660			224.043	4.546	6.491	2118.464	5.785	47.104	22.400	156.067	-145.746	-2107.675	NCB1439	Molly											Labridae	Choerodon	schoenleinii	37384010	1	AD	Passing			
NCB1439_L371.avi	  88556	  59.0373			207.315	1.210	1.264	1450.332	8.338	18.584	1.885	36.648	207.087	-1435.003	NCB1439	Molly											Lethrinidae	Lethrinus	lentjan	37351007	1	AD	Passing			
NCB1439_L371.avi	  92439	  61.6260			154.121	1.244	3.616	1393.893	17.023	20.028	12.315	-406.554	35.062	-1332.824	NCB1439	Molly											Scaridae	Scarus	ghobban	37386001	1	AD	Passing			
NCB1439_L371.avi	  92809	  61.8727			167.526	1.525	11.825	2565.158	9.687	4.559	0.482	-145.482	406.383	-2528.581	NCB1439	Molly											Priacanthidae	Priacanthus	blochii	37326012	1	AD	Passing			
NCB1439_L371.avi	  92834	  61.8893			170.216	3.005	3.661	2734.115	20.180	2.328	2.880	-829.746	448.494	-2566.273	NCB1439	Molly											Priacanthidae	Priacanthus	blochii	37326012	1	AD	Passing			
NCB1439_L371.avi	  92834	  61.8893			236.349	6.422	5.191	2406.649	11.628	51.298	8.736	-303.618	378.280	-2357.261	NCB1439	Molly											Priacanthidae	Priacanthus	blochii	37326012	1	AD	Passing			
NCB1439_L371.avi	  93919	  62.6127			166.842	4.076	10.404	2148.468	22.421	43.431	2.710	-758.549	310.008	-1986.054	NCB1439	Molly											Gerreidae	Gerres	oyena	37349004	1	AD	Passing			
NCB1441_L427.avi	  12734	   7.0815			241.227	1.856	4.544	1485.546	4.393	28.039	30.214	-37.628	107.398	-1481.181	NCB1441	Molly											Lutjanidae	Lutjanus	carponotatus	37346011	1	AD	Passing			
NCB1441_L427.avi	  13280	   7.3852			222.063	5.375	3.979	2055.509	18.723	48.613	5.525	564.465	341.671	-1946.730	NCB1441	Molly											Lutjanidae	Lutjanus	lemniscatus	37346010	1	AD	Passing			
NCB1441_L427.avi	  13435	   7.4714			128.409	1.421	3.717	1582.221	15.038	7.250	24.528	-403.847	-73.748	-1528.036	NCB1441	Molly											Lutjanidae	Lutjanus	lemniscatus	37346010	1	J	Passing			
NCB1441_L427.avi	  14680	   8.1637			372.274	2.746	5.684	1594.830	6.481	39.000	27.095	-90.779	155.451	-1584.638	NCB1441	Molly											Lethrinidae	Lethrinus	laticaudis	37351006	1	AD	Passing			
NCB1441_L427.avi	  16422	   9.1325			78.936	2.276	4.230	1520.097	26.592	31.888	22.655	-670.556	-115.664	-1359.290	NCB1441	Molly											Pomacentridae	Abudefduf	bengalensis	37372003	1	AD	Passing			
NCB1441_L427.avi	  16448	   9.1469			127.708	1.049	2.682	1426.466	8.598	5.619	22.998	-209.409	-40.299	-1410.435	NCB1441	Molly											Pomacentridae	Abudefduf	bengalensis	37372003	1	AD	Passing			
NCB1441_L427.avi	  16458	   9.1525			138.785	1.567	2.876	1630.408	16.797	15.210	1.995	-159.186	443.450	-1560.847	NCB1441	Molly											Pomacentridae	Abudefduf	bengalensis	37372003	1	AD	Passing			
NCB1441_L427.avi	  16458	   9.1525			144.640	1.631	3.360	1217.588	16.667	44.230	35.095	311.913	157.043	-1166.434	NCB1441	Molly											Pomacentridae	Abudefduf	bengalensis	37372003	1	AD	Passing			
NCB1441_L427.avi	  16477	   9.1631			124.719	2.867	1.007	1585.066	15.949	37.862	9.961	-422.516	105.770	-1524.049	NCB1441	Molly											Pomacentridae	Abudefduf	bengalensis	37372003	1	AD	Passing			
NCB1441_L427.avi	  16526	   9.1903			125.412	0.995	5.167	1478.776	14.714	2.542	19.282	65.479	369.859	-1430.278	NCB1441	Molly											Pomacentridae	Abudefduf	bengalensis	37372003	1	AD	Passing			
NCB1441_L427.avi	  16581	   9.2209			111.959	1.546	2.986	1330.988	8.451	25.483	14.516	-70.354	182.524	-1316.535	NCB1441	Molly											Pomacentridae	Abudefduf	bengalensis	37372003	1	AD	Passing			
NCB1441_L427.avi	  20978	  11.6661			202.320	1.349	1.651	1233.176	23.521	24.833	23.885	-415.987	262.963	-1130.721	NCB1441	Molly											Siganidae	Siganus	doliatus	37438009	1	AD	Passing			
NCB1441_L427.avi	  21003	  11.6800			225.456	1.247	0.981	1571.486	17.473	5.515	23.737	-231.282	411.283	-1498.974	NCB1441	Molly											Siganidae	Siganus	doliatus	37438009	1	AD	Passing			
NCB1441_L427.avi	  22865	  12.7155			239.573	5.202	4.266	3499.170	13.562	10.878	15.250	-498.954	651.431	-3401.598	NCB1441	Molly											Acanthuridae	Acanthurus	dussumieri	37437008	1	AD	Passing			
NCB1441_L427.avi	  23838	  13.2566			279.826	4.137	3.572	2159.511	24.279	30.714	20.164	741.499	488.502	-1968.510	NCB1441	Molly											Scaridae	Scarus	schlegeli	37386029	1	AD	Passing			
NCB1441_L427.avi	  29086	  16.1751			102.752	2.920	1.449	1598.624	5.837	37.204	1.301	-162.460	-6.541	-1590.334	NCB1441	Molly											Labridae	Halichoeres	melanochir	37384115	1	AD	Passing			
NCB1441_L427.avi	  29738	  16.5376			243.709	4.071	3.250	2510.494	11.710	18.330	14.769	-473.638	187.790	-2458.248	NCB1441	Molly											Lethrinidae	Lethrinus	atkinsoni	37351013	1	AD	Passing			
NCB1441_L427.avi	  39141	  21.7668				1.101	2.238	1285.874	3.977			-3.073	-80.104	-1283.373	NCB1441	Molly											Pseudochromidae	Labracinus	lineatus	37313003	1	AD	Passing			
NCB1441_L427.avi	  42418	  23.5891			294.237	4.468	3.436	2430.116	19.417	20.276	19.570	-788.937	173.829	-2291.904	NCB1441	Molly											Labridae	Choerodon	cyanodus	37384072	1	AD	Passing			
NCB1441_L427.avi	  42418	  23.5891			325.502	5.125	4.823	2188.232	27.045	42.882	14.792	837.106	537.817	-1948.940	NCB1441	Molly											Labridae	Choerodon	cyanodus	37384072	1	AD	Passing			
NCB1441_L427.avi	  44680	  24.8471			63.232	3.128	2.261	1524.487	23.620	55.734	17.146	-602.837	98.378	-1396.771	NCB1441	Molly											Pomacentridae	Pomacentrus	nagasakiensis	37372119	1	AD	Passing			
NCB1441_L427.avi	  51112	  28.4240			324.045	11.676	1.153	3787.555	24.929	22.389	18.612	-1543.385	408.040	-3434.682	NCB1441	Molly											Scaridae	Scarus	rivulatus	37386027	1	AD	Passing			
NCB1441_L427.avi	  52908	  29.4228			109.742	2.752	4.609	1560.838	18.441	43.177	24.097	460.182	178.884	-1480.692	NCB1441	Molly											Labridae	Thalassoma	lunare	37384167	1	AD	Passing			
NCB1441_L427.avi	  52908	  29.4228			91.746	3.076	2.281	1689.136	24.021	37.355	0.387	621.338	294.477	-1542.856	NCB1441	Molly											Labridae	Thalassoma	lunare	37384167	1	AD	Passing			
NCB1441_L427.avi	  52910	  29.4239			116.518	0.864	0.925	1222.250	9.620	4.685	28.927	-202.885	-23.521	-1205.065	NCB1441	Molly											Labridae	Thalassoma	lunare	37384167	1	AD	Passing			
NCB1441_L427.avi	  52928	  29.4339			137.743	2.879	0.430	1644.584	17.693	50.176	40.947	-336.236	369.804	-1566.795	NCB1441	Molly											Labridae	Thalassoma	lunare	37384167	1	AD	Passing			
NCB1441_L427.avi	  52928	  29.4339			99.278	1.745	2.942	1259.158	5.136	45.383	39.138	-81.344	78.031	-1254.103	NCB1441	Molly											Labridae	Thalassoma	lunare	37384167	1	AD	Passing			
NCB1441_L427.avi	  52928	  29.4339			99.229	3.390	3.104	1525.128	22.566	65.383	10.381	525.304	258.052	-1408.361	NCB1441	Molly											Labridae	Thalassoma	lunare	37384167	1	AD	Passing			
NCB1441_L427.avi	  52928	  29.4339			88.431	1.681	1.925	1033.419	15.550	74.877	27.920	-228.879	-156.080	-995.594	NCB1441	Molly											Labridae	Thalassoma	lunare	37384167	1	AD	Passing			
NCB1441_L427.avi	  52928	  29.4339			149.864	2.700	0.405	1597.851	15.760	53.071	45.148	44.024	431.748	-1537.785	NCB1441	Molly											Labridae	Thalassoma	lunare	37384167	1	AD	Passing			
NCB1441_L427.avi	  52928	  29.4339				1.925	0.215	1748.606	30.453			-804.071	-362.113	-1509.956	NCB1441	Molly											Labridae	Thalassoma	lunare	37384167	1	AD	Passing			
NCB1441_L427.avi	  52928	  29.4339				1.569	1.232	1551.332	24.404			-541.400	-333.153	-1415.106	NCB1441	Molly											Labridae	Thalassoma	lunare	37384167	1	AD	Passing			
NCB1441_L427.avi	  52928	  29.4339				1.023	0.300	1225.238	17.219			337.164	141.928	-1169.352	NCB1441	Molly											Labridae	Thalassoma	lunare	37384167	3	AD	Passing			
NCB1441_L427.avi	  52947	  29.4444			129.385	3.053	1.891	1999.961	18.540	52.241	61.643	437.552	461.444	-1896.170	NCB1441	Molly											Labridae	Thalassoma	lunare	37384167	1	AD	Passing			
NCB1441_L427.avi	  52949	  29.4456			144.764	1.111	2.397	1019.460	10.320	35.392	32.516	-73.136	167.354	-1002.967	NCB1441	Molly											Labridae	Thalassoma	lunare	37384167	1	AD	Passing			
NCB1441_L427.avi	  52967	  29.4556			141.626	1.728	0.873	1257.490	7.981	36.557	23.798	-150.415	88.653	-1245.310	NCB1441	Molly											Labridae	Thalassoma	lunare	37384167	1	AD	Passing			
NCB1441_L427.avi	  52988	  29.4672			154.649	0.712	0.834	996.036	13.588	7.243	2.418	-139.648	187.763	-968.159	NCB1441	Molly											Labridae	Thalassoma	lunare	37384167	1	AD	Passing			
NCB1441_L427.avi	  53019	  29.4845			131.658	3.774	0.826	1545.141	25.394	80.220	1.887	-662.353	18.848	-1395.849	NCB1441	Molly											Labridae	Thalassoma	lunare	37384167	1	AD	Passing			
NCB1441_L427.avi	  59222	  32.9340			77.752	1.121	2.120	985.091	16.823	52.931	43.540	279.849	-54.480	-942.932	NCB1441	Molly											Pomacentridae	Pomacentrus	milleri	37372117	1	AD	Passing			
NCB1441_L427.avi	  59241	  32.9446			83.335	0.811	3.318	1133.604	2.030	8.343	6.128	29.201	-27.551	-1132.892	NCB1441	Molly											Pomacentridae	Pomacentrus	milleri	37372117	1	AD	Passing			
NCB1441_L427.avi	  59241	  32.9446				3.050	4.651	2251.171	32.696			-1126.917	-443.647	-1897.631	NCB1441	Molly											Pomacentridae	Pomacentrus	milleri	37372117	1	AD	Passing			
NCB1441_L427.avi	  59244	  32.9463			65.605	1.464	1.624	1007.980	12.184	48.450	6.845	-160.020	-140.192	-985.274	NCB1441	Molly											Pomacentridae	Pomacentrus	milleri	37372117	1	AD	Passing			
NCB1441_L427.avi	  59244	  32.9463			52.944	0.936	2.522	1117.360	17.834	14.943	29.872	-284.523	-190.127	-1063.669	NCB1441	Molly											Pomacentridae	Pomacentrus	milleri	37372117	1	AD	Passing			
NCB1441_L427.avi	  59268	  32.9596			70.444	2.120	1.408	1430.488	15.612	31.426	8.246	-377.745	-74.226	-1377.714	NCB1441	Molly											Pomacentridae	Pomacentrus	milleri	37372117	1	AD	Passing			
NCB1441_L427.avi	  59298	  32.9763			76.692	2.452	12.166	1383.521	22.159	47.228	11.672	-484.242	-194.453	-1281.338	NCB1441	Molly											Pomacentridae	Pomacentrus	milleri	37372117	1	AD	Passing			
NCB1441_L427.avi	  59305	  32.9802			70.252	1.561	1.507	1008.680	21.313	65.825	17.650	-321.550	-176.104	-939.696	NCB1441	Molly											Pomacentridae	Pomacentrus	milleri	37372117	1	AD	Passing			
NCB1441_L427.avi	  63144	  35.1151			910.266	3.679	4.324	2065.669	14.163	28.428	27.051	250.329	439.091	-2002.879	NCB1441	Molly											Carcharhinidae	Triaenodon	obesus	37018038	1	AD	Passing			
NCB1441_L427.avi	  63812	  35.4866			100.164	4.846	4.746	2949.306	13.368	18.273	11.500	110.855	672.815	-2869.396	NCB1441	Molly											Acanthuridae	Naso	unicornis	37437031	1	AD	Passing			
NCB1441_L427.avi	  69765	  38.7971			717.689	5.834	6.264	2730.614	22.391	20.487	16.936	-902.427	517.298	-2524.734	NCB1441	Molly											Scombridae	Scomberomorus	spp		1	AD	Passing			
NCB1441_L427.avi	  72876	  40.5272				0.413	1.429	667.098	18.456			35.630	-203.705	-634.236	NCB1441	Molly											Serranidae	Epinephelus	fasciatus	37311014	1	AD	Passing			
NCB1441_L427.avi	  78605	  43.7132			201.874	2.756	1.424	1719.433	17.570	27.184	2.722	-485.394	183.844	-1639.221	NCB1441	Molly											Nemipteridae	Pentapodus	emeryii	37347027	1	AD	Passing			
NCB1441_L427.avi	  78660	  43.7437			202.790	2.547	2.376	1428.817	23.100	62.722	35.608	-479.622	290.195	-1314.255	NCB1441	Molly											Nemipteridae	Pentapodus	emeryii	37347027	1	AD	Passing			
NCB1441_L427.avi	  78666	  43.7471				2.420	0.008	2005.441	29.719			-993.260	-30.867	-1741.918	NCB1441	Molly											Nemipteridae	Pentapodus	emeryii	37347027	1	AD	Passing			
NCB1441_L427.avi	  78670	  43.7493			264.444	1.171	0.429	1504.900	5.572	8.908	13.809	71.445	127.468	-1497.789	NCB1441	Molly											Nemipteridae	Pentapodus	emeryii	37347027	1	AD	Passing			
NCB1441_L427.avi	  82187	  45.7051			116.833	1.979	3.807	1303.254	18.964	48.019	31.016	398.842	142.491	-1232.515	NCB1441	Molly											Labridae	Cheilinus	chlorourus	37384064	1	AD	Passing			
NCB1441_L427.avi	  84206	  46.8279			202.522	9.422	4.130	3105.592	17.307	36.724	3.223	-58.883	922.008	-2964.985	NCB1441	Molly											Acanthuridae	Acanthurus	grammoptilus	37437002	1	AD	Passing			
NCB1441_L427.avi	  84206	  46.8279			212.539	7.074	4.291	3709.927	16.192	17.616	18.571	50.782	1033.305	-3562.760	NCB1441	Molly											Acanthuridae	Acanthurus	grammoptilus	37437002	1	AD	Passing			
NCB1441_L427.avi	  89120	  49.5607			210.753	3.558	2.359	1812.869	17.274	39.458	12.740	295.129	450.213	-1731.098	NCB1441	Molly											Nemipteridae	Scolopsis	monogramma	37347006	1	AD	Passing			
NCB1441_L427.avi	 110853	  61.6466				0.677	0.793	955.021	22.388			307.229	-188.515	-884.385	NCB1441	Molly											Blenniidae	Ecsenius	bicolor	37408022	1	AD	Passing			
NCB1442_L375.avi	   3943	   2.6287			67.324	0.598	0.960	1054.550	4.348	11.015	26.050	78.591	14.700	-1051.515	NCB1442	Molly											Blenniidae	Plagiotremus	rhinorhynchos	37408004	1	AD	Passing			
NCB1442_L375.avi	   4226	   2.8173			264.474	1.188	6.090	1858.738	16.025	1.210	12.094	317.189	403.335	-1786.510	NCB1442	Molly											Lutjanidae	Lutjanus	lemniscatus	37346010	1	AD	Passing			
NCB1442_L375.avi	   5572	   3.7147			76.973	1.931	0.107	1599.625	9.640	33.988	31.369	38.173	265.144	-1577.036	NCB1442	Molly											Pomacentridae	Stegastes	obreptus	37372136	1	AD	Passing			
NCB1442_L375.avi	   6915	   4.6100				2.168	33.609	2256.103	26.174			867.112	458.694	-2031.678	NCB1442	Molly											Pomacanthidae	Pomacanthus	sexstriatus	37365010	1	AD	Passing			
NCB1442_L375.avi	   8381	   5.5873			42.688	0.997	3.120	1648.579	13.087	6.267	7.329	215.953	304.472	-1605.762	NCB1442	Molly											Pomacentridae	Neopomacentrus	filamentosus	37372090	1	AD	Passing			
NCB1442_L375.avi	   8384	   5.5893			39.494	2.344	1.717	1733.523	19.223	33.499	14.661	474.458	317.277	-1636.865	NCB1442	Molly											Pomacentridae	Neopomacentrus	filamentosus	37372090	1	AD	Passing			
NCB1442_L375.avi	   8384	   5.5893			35.094	1.394	1.731	1832.794	19.531	5.949	13.305	465.632	398.302	-1727.332	NCB1442	Molly											Pomacentridae	Neopomacentrus	filamentosus	37372090	1	AD	Passing			
NCB1442_L375.avi	   8385	   5.5900				1.829	1.346	2033.615	24.949			-778.286	333.746	-1848.911	NCB1442	Molly											Pomacentridae	Neopomacentrus	filamentosus	37372090	2	AD	Passing			
NCB1442_L375.avi	  10652	   7.1013			70.853	0.917	0.510	1632.723	15.016	5.024	9.235	174.882	385.189	-1576.969	NCB1442	Molly											Labridae	Labroides	dimidiatus	37384028	1	AD	Passing			
NCB1442_L375.avi	  10652	   7.1013			40.466	0.988	0.981	1645.940	13.419	5.245	32.447	228.098	306.385	-1601.005	NCB1442	Molly											Labridae	Labroides	dimidiatus	37384028	1	AD	Passing			
NCB1442_L375.avi	  10656	   7.1040			59.835	1.065	2.010	1762.282	12.891	1.466	51.303	207.815	333.734	-1717.869	NCB1442	Molly											Labridae	Labroides	dimidiatus	37384028	1	AD	Passing			
NCB1442_L375.avi	  11847	   7.8980			71.606	0.887	2.234	1667.989	14.477	3.229	8.793	152.132	388.244	-1615.026	NCB1442	Molly											Pomacentridae	Neoglyphidodon	nigroris	37372085	1	AD	Passing			
NCB1442_L375.avi	  17653	  11.7687				2.035	1.100	2072.236	14.467			-15.496	488.078	-2013.877	NCB1442	Molly											Blenniidae	Ecsenius	bicolor	37408022	1	AD	Passing			
NCB1442_L375.avi	  23499	  15.6660				0.972	1.370	1361.126	12.007			253.086	107.509	-1333.061	NCB1442	Molly											Gobiidae		sp10		2	AD	Passing			
NCB1442_L375.avi	  27043	  18.0287			311.754	1.841	1.336	1616.357	11.415	27.363	16.647	97.462	304.687	-1584.385	NCB1442	Molly											Lutjanidae	Lutjanus	carponotatus	37346011	1	AD	Passing			
NCB1442_L375.avi	  28278	  18.8520			246.018	1.290	2.627	1803.275	17.122	1.631	12.490	427.326	315.039	-1723.353	NCB1442	Molly											Serranidae	Cephalopholis	miniata	37311083	1	AD	Passing			
NCB1442_L375.avi	  40063	  26.7087				0.922	1.697	1313.664	4.196			-17.697	-113.600	-1308.623	NCB1442	Molly											Muraenidae	Gymnothorax	javanicus	37060039	1	AD	Passing			
NCB1442_L375.avi	  43301	  28.8673				3.091	0.049	2683.568	23.727			961.378	455.764	-2463.650	NCB1442	Molly											Apogonidae	Apogon	spp		3	AD	Passing			
NCB1442_L375.avi	  47194	  31.4627			141.225	1.633	1.933	1427.811	1.110	30.846	16.719	26.608	7.569	-1427.543	NCB1442	Molly											Pseudochromidae	Labracinus	lineatus	37313003	1	AD	Passing			
NCB1442_L375.avi	  52566	  35.0440				0.802	0.137	1214.521	16.546			219.870	-283.978	-1160.204	NCB1442	Molly											Pomacentridae	Pomacentrus	nagasakiensis	37372119	1	AD	Passing			
NCB1442_L375.avi	  54191	  36.1273			84.781	2.208	2.885	1662.099	13.544	37.512	30.434	74.691	382.010	-1615.879	NCB1442	Molly											Labridae	Halichoeres	melanochir	37384115	1	AD	Passing			
NCB1442_L375.avi	  54196	  36.1307			59.858	2.403	1.518	1636.447	17.124	39.364	11.009	353.724	327.183	-1563.902	NCB1442	Molly											Labridae	Halichoeres	melanochir	37384115	1	AD	Passing			
NCB1442_L375.avi	  60022	  40.0147				2.454	1.821	2366.091	24.083			837.593	448.630	-2166.923	NCB1442	Molly											Serranidae	Plectropomus	spp		1	AD	Passing			
NCB1442_L375.avi	  73720	  49.1467			47.728	2.894	2.625	2269.381	25.221	22.670	19.357	854.536	452.650	-2053.039	NCB1442	Molly											Pomacentridae	Neopomacentrus	azysron	37372087	1	AD	Passing			
NCB1442_L375.avi	  73720	  49.1467				2.563	0.347	2412.115	24.009			827.247	495.864	-2210.900	NCB1442	Molly											Pomacentridae	Neopomacentrus	azysron	37372087	5	AD	Passing			
NCB1442_L375.avi	  77766	  51.8440			66.321	1.311	1.752	1449.830	20.044	22.301	24.539	-493.305	-59.871	-1362.010	NCB1442	Molly											Pomacentridae	Pomacentrus	milleri	37372117	1	AD	Passing			
NCB1442_L375.avi	  77782	  51.8547			61.539	1.429	2.797	1755.521	22.817	1.634	0.791	597.379	326.488	-1618.146	NCB1442	Molly											Pomacentridae	Neopomacentrus	azysron	37372087	1	AD	Passing			
NCB1442_L375.avi	  77782	  51.8547				1.018	9.978	1389.032	13.111			-38.538	-332.458	-1348.108	NCB1442	Molly											Pomacentridae	Pomacentrus	milleri	37372117	1	AD	Passing			
NCB1442_L375.avi	  77801	  51.8673			51.846	0.987	1.805	1688.332	10.961	6.796	26.976	124.158	296.050	-1657.530	NCB1442	Molly											Pomacentridae	Pomacentrus	milleri	37372117	1	AD	Passing			
NCB1442_L375.avi	  77801	  51.8673			60.112	1.313	3.178	1420.513	11.019	26.315	30.942	96.396	253.827	-1394.323	NCB1442	Molly											Pomacentridae	Neopomacentrus	azysron	37372087	1	AD	Passing			
NCB1442_L375.avi	  77945	  51.9633			177.546	0.768	2.400	1399.139	9.737	5.874	39.021	-108.161	210.474	-1378.982	NCB1442	Molly											Chaetodontidae	Heniochus	acuminatus	37365011	1	AD	Passing			
NCB1442_L375.avi	  88119	  58.7460			135.504	0.617	1.016	1213.736	2.984	2.970	0.886	5.540	-62.937	-1212.090	NCB1442	Molly											Pomacentridae	Abudefduf	bengalensis	37372003	1	AD	Passing			
NCB1442_L375.avi	  89500	  59.6667			55.441	1.752	3.500	1573.959	19.912	89.976	58.549	-517.515	139.791	-1479.859	NCB1442	Molly											Labridae	Thalassoma	lunare	37384167	1	AD	Passing			
NCB1442_L375.avi	  89504	  59.6693			83.533	1.395	1.612	1484.333	13.962	22.439	21.084	-342.883	103.385	-1440.482	NCB1442	Molly											Labridae	Thalassoma	lunare	37384167	1	AD	Passing			
NCB1442_L375.avi	  89510	  59.6733			162.472	1.846	0.987	1557.462	14.460	29.727	1.269	199.334	333.944	-1508.123	NCB1442	Molly											Labridae	Thalassoma	lunare	37384167	1	AD	Passing			
NCB1442_L375.avi	  89510	  59.6733			96.463	1.690	1.725	1667.273	15.964	27.296	37.398	-325.996	322.507	-1602.970	NCB1442	Molly											Labridae	Thalassoma	lunare	37384167	1	AD	Passing			
NCB1442_L375.avi	  89510	  59.6733			56.917	1.038	3.157	1505.483	14.915	9.223	13.760	-320.506	217.765	-1454.762	NCB1442	Molly											Labridae	Thalassoma	lunare	37384167	1	AD	Passing			
NCB1442_L375.avi	  89510	  59.6733			73.006	1.356	2.675	1495.404	18.537	21.834	27.155	-471.127	63.774	-1417.817	NCB1442	Molly											Labridae	Thalassoma	lunare	37384167	1	AD	Passing			
NCB1442_L375.avi	  89510	  59.6733				1.470	0.548	1779.171	23.933			-613.769	355.966	-1631.571	NCB1442	Molly											Labridae	Thalassoma	lunare	37384167	1	AD	Passing			
NCB1442_L375.avi	  89510	  59.6733				1.824	1.724	2043.988	23.599			-814.511	-105.842	-1871.698	NCB1442	Molly											Labridae	Thalassoma	lunare	37384167	3	AD	Passing			
NCB1442_L375.avi	  89517	  59.6780			144.032	0.839	1.956	1314.135	15.405	2.789	14.757	-347.903	28.687	-1266.922	NCB1442	Molly											Labridae	Thalassoma	lunare	37384167	1	AD	Passing			
NCB1442_L375.avi	  89520	  59.6800			47.509	2.427	0.261	1694.489	12.888	34.992	7.139	-76.136	370.211	-1651.799	NCB1442	Molly											Labridae	Thalassoma	lunare	37384167	1	AD	Passing			
NCB1443_L441.avi	   7687	   4.2748			91.744	4.160	0.644	1770.117	31.007	51.257	2.501	-867.984	279.453	-1517.177	NCB1443	Molly											Labridae	Labroides	dimidiatus	37384028	1	AD	Passing			
NCB1443_L441.avi	   9402	   5.2286				5.196	7.886	2914.331	11.415			542.432	-200.653	-2856.367	NCB1443	Molly											Lutjanidae	Lutjanus	rivulatus	37346016	1	AD	Passing			
NCB1443_L441.avi	  10410	   5.7891			103.755	5.317	0.160	2330.626	7.652	29.377	14.995	254.613	-177.462	-2309.869	NCB1443	Molly											Lethrinidae	Lethrinus	punctulatus	37351001	1	J	Passing			
NCB1443_L441.avi	  10575	   5.8809			121.475	3.251	0.758	1714.181	17.975	32.073	11.959	462.195	-257.302	-1630.518	NCB1443	Molly											Lethrinidae	Lethrinus	punctulatus	37351001	1	J	Passing			
NCB1443_L441.avi	  10575	   5.8809				5.099	1.322	2785.587	27.025			1198.338	-411.420	-2480.769	NCB1443	Molly											Lethrinidae	Lethrinus	punctulatus	37351001	1	J	Passing			
NCB1443_L441.avi	  14190	   7.8912			222.794	14.388	2.782	2982.537	28.219	81.583	4.010	1403.236	-140.710	-2628.052	NCB1443	Molly											Labridae	Cheilio	inermis	37384070	1	AD	Passing			
NCB1443_L441.avi	  14190	   7.8912				3.234	1.123	2269.879	32.607			1219.028	-103.623	-1911.957	NCB1443	Molly											Labridae	Cheilio	inermis	37384070	1	AD	Passing			
NCB1443_L441.avi	  15580	   8.6642			151.437	2.037	2.328	2628.835	4.143	1.432	18.911	-189.818	6.568	-2621.964	NCB1443	Molly											Labridae	Choerodon	cyanodus	37384072	1	AD	Passing			
NCB1443_L441.avi	  15580	   8.6642			211.844	13.644	2.171	3830.075	22.221	26.392	21.200	-1446.935	67.064	-3545.611	NCB1443	Molly											Labridae	Choerodon	cyanodus	37384072	1	AD	Passing			
NCB1443_L441.avi	  16418	   9.1302			209.004	4.041	1.257	1922.340	12.462	32.975	1.797	-96.655	403.416	-1877.047	NCB1443	Molly											Sphyraenidae	Sphyraena	obtusata	37382007	1	AD	Passing			
NCB1443_L441.avi	  16418	   9.1302			172.526	2.597	0.862	2028.640	19.688	12.422	0.377	438.950	523.830	-1910.054	NCB1443	Molly											Sphyraenidae	Sphyraena	obtusata	37382007	1	AD	Passing			
NCB1443_L441.avi	  16418	   9.1302			205.309	5.040	0.337	2430.183	28.780	2.926	1.134	1153.319	196.960	-2129.989	NCB1443	Molly											Sphyraenidae	Sphyraena	obtusata	37382007	1	AD	Passing			
NCB1443_L441.avi	  16418	   9.1302			199.172	8.564	2.888	2214.692	10.193	66.906	14.367	254.840	297.748	-2179.740	NCB1443	Molly											Sphyraenidae	Sphyraena	obtusata	37382007	1	AD	Passing			
NCB1443_L441.avi	  21900	  12.1788			191.092	1.983	0.222	2371.328	3.004	4.954	0.305	-112.324	-53.179	-2368.069	NCB1443	Molly											Labridae	Choerodon	schoenleinii	37384010	1	J	Passing			
NCB1443_L441.avi	  23975	  13.3328				6.915	1.235	3350.576	16.127			-909.394	192.846	-3219.033	NCB1443	Molly											Sphyrnidae	Sphyrna	mokarran	37019002	1	AD	Passing			
NCB1443_L441.avi	  28785	  16.0077			287.440	2.518	1.118	1628.533	11.373	24.992	9.674	-246.291	206.099	-1596.554	NCB1443	Molly											Echeneidae	Echeneis	naucrates	37336001	1	AD	Passing			
NCB1443_L441.avi	  28785	  16.0077			185.965	1.665	0.919	1684.771	9.712	12.414	10.754	5.796	284.155	-1660.625	NCB1443	Molly											Echeneidae	Echeneis	naucrates	37336001	1	AD	Passing			
NCB1443_L441.avi	  31966	  17.7767			152.194	11.655	2.827	3615.771	11.075	26.258	14.229	-693.829	31.966	-3548.433	NCB1443	Molly											Mullidae	Parupeneus	barberinoides	37355021	1	AD	Passing			
